,Country,Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
287,Slovakia,26494,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
288,Slovakia,26495,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,0.0,warmer,24.0,75.2,3.4,38.1,Database 2
289,Slovakia,26496,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,0.0,no change,22.0,71.6,3.4,38.1,Database 2
290,Slovakia,26497,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
291,Slovakia,26498,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
292,Slovakia,26499,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,0.0,no change,22.0,71.6,3.4,38.1,Database 2
293,Slovakia,26500,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,0.0,no change,20.0,68.0,3.4,38.1,Database 2
294,Slovakia,26501,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
295,Slovakia,26502,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
296,Slovakia,26503,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
297,Slovakia,26504,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
298,Slovakia,26505,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,1.0,warmer,,,3.4,38.1,Database 2
299,Slovakia,26506,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
300,Slovakia,26507,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
301,Slovakia,26508,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
302,Slovakia,26509,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
303,Slovakia,26510,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
304,Slovakia,26511,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
305,Slovakia,26512,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,1.0,no change,,,3.4,38.1,Database 2
306,Slovakia,26513,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
307,Slovakia,26514,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
308,Slovakia,26515,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
309,Slovakia,26516,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
310,Slovakia,26517,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
311,Slovakia,26518,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
312,Slovakia,26519,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
313,Slovakia,26520,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
314,Slovakia,26521,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
315,Slovakia,26522,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
316,Slovakia,26523,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
317,Slovakia,26524,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
318,Slovakia,26525,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,0.0,warmer,22.0,71.6,3.4,38.1,Database 2
319,Slovakia,26526,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,warmer,,,3.4,38.1,Database 2
320,Slovakia,26527,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,0.0,warmer,20.0,68.0,3.4,38.1,Database 2
321,Slovakia,26528,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,0.0,warmer,20.0,68.0,3.4,38.1,Database 2
322,Slovakia,26529,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
323,Slovakia,26530,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
324,Slovakia,26531,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
325,Slovakia,26532,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
326,Slovakia,26533,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,0.0,warmer,20.0,68.0,3.4,38.1,Database 2
327,Slovakia,26534,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
328,Slovakia,26535,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
329,Slovakia,26536,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
330,Slovakia,26537,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
331,Slovakia,26538,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
332,Slovakia,26539,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
333,Slovakia,26540,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,27.0,80.6,3.4,38.1,Database 2
334,Slovakia,26541,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
335,Slovakia,26542,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
336,Slovakia,26543,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,,,3.4,38.1,Database 2
337,Slovakia,26544,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
338,Slovakia,26545,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
339,Slovakia,26546,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
340,Slovakia,26547,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
341,Slovakia,26548,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
342,Slovakia,26549,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
343,Slovakia,26550,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
344,Slovakia,26551,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
345,Slovakia,26552,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
346,Slovakia,26553,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
347,Slovakia,26554,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
348,Slovakia,26555,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
349,Slovakia,26556,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-0.0,0.0,warmer,,,3.4,38.1,Database 2
350,Slovakia,26557,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,0.0,warmer,22.0,71.6,3.4,38.1,Database 2
351,Slovakia,26558,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,0.0,cooler,27.0,80.6,3.4,38.1,Database 2
352,Slovakia,26559,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
353,Slovakia,26560,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,27.0,80.6,3.4,38.1,Database 2
354,Slovakia,26561,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
355,Slovakia,26562,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,0.0,cooler,,,3.4,38.1,Database 2
356,Slovakia,26563,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,cooler,24.0,75.2,3.4,38.1,Database 2
357,Slovakia,26564,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,27.0,80.6,3.4,38.1,Database 2
358,Slovakia,26565,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
359,Slovakia,26566,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
360,Slovakia,26567,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
361,Slovakia,26568,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,cooler,,,3.4,38.1,Database 2
362,Slovakia,26569,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
363,Slovakia,26570,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
